cluster_id,cluster_name,company_count,return_on_equity_pct_mean,return_on_equity_pct_median,debt_to_equity_mean,debt_to_equity_median,revenue_cagr_5yr_mean,revenue_cagr_5yr_median,fcf_cagr_5yr_mean,fcf_cagr_5yr_median,operating_profit_margin_pct_mean,operating_profit_margin_pct_median
0,Value Cyclicals,58,22.35550119379454,17.698769290877124,0.5486743891095358,0.13835394283397526,11.512154090234295,10.645689166249117,4.730624999999999,4.744999999999999,19.065064434255593,19.093200798964084
1,High-Quality Growth,16,70.68677636495056,15.454719872333218,1.0176964371149466,0.07181126141207247,13.742572496996138,13.17410230151459,11.123636363636363,5.53,82.2631230299165,85.09494448497861
2,Defensive Dividend,2,4280.315266810242,4280.315266810242,0.5649976070830343,0.5649976070830343,9.731677461059828,9.731677461059828,72.9,72.9,28.50509624083592,28.50509624083592
3,Emerging Growth,2,11.634635463312108,11.634635463312108,0.5621880093115793,0.5621880093115793,6.61503586973401,6.61503586973401,234.3,234.3,30.325274606058386,30.325274606058386
4,Distressed,14,20.392073167084146,16.27438209993858,7.289413000282727,6.836103638559851,19.424428270534264,18.365840418000268,-23.93,-23.93,47.325137249497466,37.4889127294537
